;Unnamed: 0;frequenc;isced11;sex;age;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG;frequenc_simplified
31201;31201;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Poland;2019;27.2;;Occasional drinkers
31202;31202;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Portugal;2014;18.7;;Occasional drinkers
31203;31203;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Portugal;2019;23.3;;Occasional drinkers
31204;31204;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Romania;2014;29.0;;Occasional drinkers
31205;31205;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Romania;2019;28.0;;Occasional drinkers
31206;31206;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Serbia;2019;15.3;u;Occasional drinkers
31207;31207;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Sweden;2014;33.6;;Occasional drinkers
31208;31208;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Sweden;2019;23.5;;Occasional drinkers
31209;31209;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Slovenia;2014;24.8;u;Occasional drinkers
31210;31210;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Slovenia;2019;21.0;u;Occasional drinkers
31211;31211;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Slovakia;2014;24.6;;Occasional drinkers
31212;31212;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Slovakia;2019;34.4;u;Occasional drinkers
31213;31213;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Türkiye;2014;5.7;;Occasional drinkers
31214;31214;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;Türkiye;2019;5.2;;Occasional drinkers
31215;31215;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 25 to 34 years;United Kingdom;2014;25.1;;Occasional drinkers
31247;31247;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Austria;2014;23.7;;Occasional drinkers
31248;31248;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Austria;2019;18.0;;Occasional drinkers
31249;31249;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Belgium;2014;9.7;u;Occasional drinkers
31250;31250;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Belgium;2019;11.1;u;Occasional drinkers
31251;31251;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Bulgaria;2014;18.8;;Occasional drinkers
31252;31252;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Bulgaria;2019;20.0;;Occasional drinkers
31253;31253;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Cyprus;2014;11.5;;Occasional drinkers
31254;31254;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Cyprus;2019;30.3;;Occasional drinkers
31255;31255;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Czechia;2014;30.9;u;Occasional drinkers
31256;31256;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Czechia;2019;38.5;;Occasional drinkers
31257;31257;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Germany;2014;28.5;;Occasional drinkers
31258;31258;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Germany;2019;25.7;;Occasional drinkers
31259;31259;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Denmark;2014;19.0;;Occasional drinkers
31260;31260;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Denmark;2019;26.1;;Occasional drinkers
31261;31261;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Estonia;2014;27.5;;Occasional drinkers
31262;31262;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Estonia;2019;35.5;;Occasional drinkers
31263;31263;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Greece;2014;27.0;;Occasional drinkers
31264;31264;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Greece;2019;20.7;;Occasional drinkers
31265;31265;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Spain;2014;18.3;;Occasional drinkers
31266;31266;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Spain;2019;20.9;;Occasional drinkers
31270;31270;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Finland;2014;16.8;u;Occasional drinkers
31271;31271;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;France;2019;19.8;;Occasional drinkers
31272;31272;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Croatia;2014;19.9;;Occasional drinkers
31273;31273;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Croatia;2019;14.2;;Occasional drinkers
31274;31274;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Hungary;2014;20.9;;Occasional drinkers
31275;31275;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Hungary;2019;16.7;;Occasional drinkers
31276;31276;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Ireland;2014;31.2;;Occasional drinkers
31277;31277;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Ireland;2019;19.4;;Occasional drinkers
31278;31278;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Iceland;2014;42.7;;Occasional drinkers
31279;31279;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Iceland;2019;37.4;;Occasional drinkers
31282;31282;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Lithuania;2014;39.3;;Occasional drinkers
31283;31283;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Lithuania;2019;37.4;;Occasional drinkers
31284;31284;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Luxembourg;2014;26.2;;Occasional drinkers
31285;31285;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Luxembourg;2019;27.3;;Occasional drinkers
31286;31286;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Latvia;2014;37.9;;Occasional drinkers
31287;31287;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Latvia;2019;24.7;;Occasional drinkers
31288;31288;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Malta;2014;27.7;;Occasional drinkers
31289;31289;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Malta;2019;16.2;;Occasional drinkers
31290;31290;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Netherlands;2019;7.2;;Occasional drinkers
31291;31291;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Norway;2014;56.1;;Occasional drinkers
31292;31292;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Norway;2019;27.7;;Occasional drinkers
31293;31293;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Poland;2014;34.0;;Occasional drinkers
31294;31294;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Poland;2019;32.7;;Occasional drinkers
31295;31295;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Portugal;2014;13.1;;Occasional drinkers
31296;31296;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Portugal;2019;11.3;;Occasional drinkers
31297;31297;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Romania;2014;29.8;;Occasional drinkers
31298;31298;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Romania;2019;28.3;;Occasional drinkers
31299;31299;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Serbia;2019;22.0;u;Occasional drinkers
31300;31300;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Sweden;2014;18.2;;Occasional drinkers
31301;31301;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Sweden;2019;18.3;;Occasional drinkers
31302;31302;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Slovenia;2014;21.4;;Occasional drinkers
31303;31303;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Slovenia;2019;22.7;;Occasional drinkers
31304;31304;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Slovakia;2014;17.8;;Occasional drinkers
31305;31305;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Slovakia;2019;24.3;u;Occasional drinkers
31306;31306;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Türkiye;2014;5.1;;Occasional drinkers
31307;31307;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;Türkiye;2019;5.1;;Occasional drinkers
31308;31308;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 35 to 44 years;United Kingdom;2014;17.1;;Occasional drinkers
31309;31309;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 45 to 54 years;Austria;2014;26.7;;Occasional drinkers
31310;31310;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 45 to 54 years;Austria;2019;21.5;;Occasional drinkers
31311;31311;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 45 to 54 years;Belgium;2014;21.1;u;Occasional drinkers
31312;31312;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 45 to 54 years;Belgium;2019;16.7;;Occasional drinkers
31313;31313;Every month;Less than primary, primary and lower secondary education (levels 0-2);Total;From 45 to 54 years;Bulgaria;2014;18.3;;Occasional drinkers
