;age;geo;sex;quant_inc;Frequent drinkers;Non-drinkers;Occasional drinkers;clusters
3503;From 65 to 74 years;Cyprus;Females;Second quintile;5.5;82.7;11.9;1
3504;From 65 to 74 years;Cyprus;Females;Third quintile;6.5;70.7;22.9;1
3510;From 65 to 74 years;Cyprus;Males;Fifth quintile;54.099999999999994;15.0;30.900000000000002;0
3511;From 65 to 74 years;Cyprus;Males;First quintile;37.3;41.4;21.200000000000003;2
3512;From 65 to 74 years;Cyprus;Males;Fourth quintile;54.300000000000004;11.4;34.4;0
3513;From 65 to 74 years;Cyprus;Males;Second quintile;41.5;27.6;30.9;0
3514;From 65 to 74 years;Cyprus;Males;Third quintile;41.900000000000006;26.0;32.1;0
3520;From 65 to 74 years;Czechia;Females;Fifth quintile;38.6;11.2;50.2;3
3521;From 65 to 74 years;Czechia;Females;First quintile;11.1;38.2;50.599999999999994;2
3522;From 65 to 74 years;Czechia;Females;Fourth quintile;36.8;18.2;45.0;3
3523;From 65 to 74 years;Czechia;Females;Second quintile;19.299999999999997;23.6;57.099999999999994;3
3524;From 65 to 74 years;Czechia;Females;Third quintile;26.7;19.0;54.3;3
3530;From 65 to 74 years;Czechia;Males;Fifth quintile;80.4;4.1;15.5;0
3531;From 65 to 74 years;Czechia;Males;First quintile;54.3;11.3;34.400000000000006;0
3532;From 65 to 74 years;Czechia;Males;Fourth quintile;65.4;12.1;22.4;0
3533;From 65 to 74 years;Czechia;Males;Second quintile;69.4;11.7;18.8;0
3534;From 65 to 74 years;Czechia;Males;Third quintile;67.3;6.5;26.200000000000003;0
3540;From 65 to 74 years;Denmark;Females;Fifth quintile;76.6;3.3;20.0;0
3541;From 65 to 74 years;Denmark;Females;First quintile;57.5;9.7;32.900000000000006;0
3542;From 65 to 74 years;Denmark;Females;Fourth quintile;88.9;3.7;7.4;0
3543;From 65 to 74 years;Denmark;Females;Second quintile;63.2;5.3;31.6;0
3544;From 65 to 74 years;Denmark;Females;Third quintile;85.5;2.9;11.5;0
3550;From 65 to 74 years;Denmark;Males;Fifth quintile;82.5;0.0;17.5;0
3551;From 65 to 74 years;Denmark;Males;First quintile;75.5;3.8;20.799999999999997;0
3552;From 65 to 74 years;Denmark;Males;Fourth quintile;91.2;1.8;7.1;0
3553;From 65 to 74 years;Denmark;Males;Second quintile;83.2;2.3;14.5;0
3554;From 65 to 74 years;Denmark;Males;Third quintile;90.6;1.6;7.8;0
3560;From 65 to 74 years;Estonia;Females;Fifth quintile;9.3;10.3;80.4;3
3561;From 65 to 74 years;Estonia;Females;First quintile;8.1;46.8;45.0;2
3562;From 65 to 74 years;Estonia;Females;Fourth quintile;0.0;30.2;69.8;3
3563;From 65 to 74 years;Estonia;Females;Second quintile;0.8;26.1;73.1;3
3564;From 65 to 74 years;Estonia;Females;Third quintile;2.9;27.8;69.4;3
3570;From 65 to 74 years;Estonia;Males;Fifth quintile;17.4;3.4;79.2;3
3571;From 65 to 74 years;Estonia;Males;First quintile;25.1;20.6;54.3;3
3572;From 65 to 74 years;Estonia;Males;Fourth quintile;29.9;27.0;43.2;2
3573;From 65 to 74 years;Estonia;Males;Second quintile;20.9;20.6;58.5;3
3574;From 65 to 74 years;Estonia;Males;Third quintile;26.8;15.3;57.900000000000006;3
3580;From 65 to 74 years;Finland;Females;Fifth quintile;44.9;13.3;41.8;0
3581;From 65 to 74 years;Finland;Females;First quintile;16.7;38.8;44.5;2
3582;From 65 to 74 years;Finland;Females;Fourth quintile;37.4;14.7;47.9;3
3583;From 65 to 74 years;Finland;Females;Second quintile;18.700000000000003;26.3;55.0;3
3584;From 65 to 74 years;Finland;Females;Third quintile;32.0;22.0;46.0;3
3585;From 65 to 74 years;Finland;Males;Fifth quintile;73.8;9.1;17.1;0
3586;From 65 to 74 years;Finland;Males;First quintile;26.099999999999998;31.1;42.8;2
3587;From 65 to 74 years;Finland;Males;Fourth quintile;57.300000000000004;12.6;30.1;0
3588;From 65 to 74 years;Finland;Males;Second quintile;45.4;18.3;36.2;0
3589;From 65 to 74 years;Finland;Males;Third quintile;39.3;15.9;44.9;3
3600;From 65 to 74 years;Germany;Females;Fifth quintile;58.5;9.6;31.9;0
3601;From 65 to 74 years;Germany;Females;First quintile;36.900000000000006;23.2;40.0;0
3602;From 65 to 74 years;Germany;Females;Fourth quintile;54.0;13.9;32.1;0
3603;From 65 to 74 years;Germany;Females;Second quintile;39.4;15.7;45.0;3
3604;From 65 to 74 years;Germany;Females;Third quintile;41.400000000000006;15.2;43.5;0
3610;From 65 to 74 years;Germany;Males;Fifth quintile;76.8;9.8;13.399999999999999;0
3611;From 65 to 74 years;Germany;Males;First quintile;58.7;15.6;25.6;0
3612;From 65 to 74 years;Germany;Males;Fourth quintile;74.2;8.6;17.2;0
3613;From 65 to 74 years;Germany;Males;Second quintile;63.2;12.6;24.1;0
3614;From 65 to 74 years;Germany;Males;Third quintile;67.9;7.6;24.4;0
3620;From 65 to 74 years;Greece;Females;Fifth quintile;23.0;46.1;30.900000000000002;2
3621;From 65 to 74 years;Greece;Females;First quintile;12.100000000000001;56.1;31.799999999999997;2
3622;From 65 to 74 years;Greece;Females;Fourth quintile;13.399999999999999;54.5;32.2;2
3623;From 65 to 74 years;Greece;Females;Second quintile;12.9;64.2;22.8;1
3624;From 65 to 74 years;Greece;Females;Third quintile;11.399999999999999;65.8;22.7;1
3630;From 65 to 74 years;Greece;Males;Fifth quintile;52.400000000000006;9.4;38.2;0
3631;From 65 to 74 years;Greece;Males;First quintile;40.3;30.0;29.7;0
3632;From 65 to 74 years;Greece;Males;Fourth quintile;54.6;15.8;29.6;0
3633;From 65 to 74 years;Greece;Males;Second quintile;37.4;37.0;25.5;2
3634;From 65 to 74 years;Greece;Males;Third quintile;32.6;26.0;41.3;2
3640;From 65 to 74 years;Hungary;Females;Fifth quintile;14.1;45.5;40.5;2
3641;From 65 to 74 years;Hungary;Females;First quintile;9.7;62.5;27.799999999999997;1
3642;From 65 to 74 years;Hungary;Females;Fourth quintile;15.6;32.7;51.7;2
3643;From 65 to 74 years;Hungary;Females;Second quintile;14.799999999999999;50.2;35.0;2
3644;From 65 to 74 years;Hungary;Females;Third quintile;14.5;55.5;30.0;2
3650;From 65 to 74 years;Hungary;Males;Fifth quintile;65.4;13.1;21.5;0
3651;From 65 to 74 years;Hungary;Males;First quintile;45.2;24.7;30.1;0
3652;From 65 to 74 years;Hungary;Males;Fourth quintile;57.099999999999994;11.7;31.1;0
3653;From 65 to 74 years;Hungary;Males;Second quintile;43.0;27.0;30.0;0
3654;From 65 to 74 years;Hungary;Males;Third quintile;64.3;18.9;16.799999999999997;0
3660;From 65 to 74 years;Iceland;Females;Fifth quintile;37.8;9.2;53.0;3
3661;From 65 to 74 years;Iceland;Females;First quintile;26.1;26.4;47.4;3
3662;From 65 to 74 years;Iceland;Females;Fourth quintile;9.0;18.7;72.2;3
3663;From 65 to 74 years;Iceland;Females;Second quintile;8.1;35.1;56.8;2
3664;From 65 to 74 years;Iceland;Females;Third quintile;10.2;31.9;57.9;3
3670;From 65 to 74 years;Iceland;Males;Fifth quintile;35.6;18.9;45.5;3
3671;From 65 to 74 years;Iceland;Males;First quintile;32.1;37.1;30.8;2
3672;From 65 to 74 years;Iceland;Males;Fourth quintile;41.7;13.2;45.099999999999994;0
3673;From 65 to 74 years;Iceland;Males;Second quintile;17.7;24.1;58.2;3
3674;From 65 to 74 years;Iceland;Males;Third quintile;30.099999999999998;7.9;62.0;3
3680;From 65 to 74 years;Ireland;Females;Fifth quintile;38.5;23.6;38.0;0
3681;From 65 to 74 years;Ireland;Females;First quintile;36.3;30.2;33.5;2
3682;From 65 to 74 years;Ireland;Females;Fourth quintile;37.8;29.7;32.5;2
3683;From 65 to 74 years;Ireland;Females;Second quintile;33.8;29.3;36.8;2
3684;From 65 to 74 years;Ireland;Females;Third quintile;39.0;33.1;27.9;2
3690;From 65 to 74 years;Ireland;Males;Fifth quintile;51.1;23.4;25.5;0
3691;From 65 to 74 years;Ireland;Males;First quintile;56.6;22.6;20.799999999999997;0
3692;From 65 to 74 years;Ireland;Males;Fourth quintile;50.699999999999996;22.9;26.299999999999997;0
3693;From 65 to 74 years;Ireland;Males;Second quintile;56.0;26.2;17.8;0
3694;From 65 to 74 years;Ireland;Males;Third quintile;52.6;20.8;26.6;0
3700;From 65 to 74 years;Latvia;Females;Fifth quintile;12.7;34.1;53.2;2
3701;From 65 to 74 years;Latvia;Females;First quintile;1.0;46.7;52.2;2
3702;From 65 to 74 years;Latvia;Females;Fourth quintile;9.4;35.2;55.400000000000006;2
3703;From 65 to 74 years;Latvia;Females;Second quintile;3.5;44.4;52.0;2
3704;From 65 to 74 years;Latvia;Females;Third quintile;1.1;39.8;59.1;2
3710;From 65 to 74 years;Latvia;Males;Fifth quintile;15.3;19.0;65.7;3
3711;From 65 to 74 years;Latvia;Males;First quintile;19.6;15.5;64.9;3
3712;From 65 to 74 years;Latvia;Males;Fourth quintile;19.1;14.5;66.5;3
3713;From 65 to 74 years;Latvia;Males;Second quintile;15.1;20.9;64.0;3
3714;From 65 to 74 years;Latvia;Males;Third quintile;21.1;19.5;59.5;3
3720;From 65 to 74 years;Lithuania;Females;Fifth quintile;14.0;18.7;67.2;3
3721;From 65 to 74 years;Lithuania;Females;First quintile;1.2;38.2;60.599999999999994;2
3722;From 65 to 74 years;Lithuania;Females;Fourth quintile;1.8;44.6;53.6;2
3723;From 65 to 74 years;Lithuania;Females;Second quintile;3.6;51.5;44.9;2
3724;From 65 to 74 years;Lithuania;Females;Third quintile;1.3;45.1;53.6;2
3731;From 65 to 74 years;Lithuania;Males;First quintile;20.1;24.0;55.900000000000006;3
3732;From 65 to 74 years;Lithuania;Males;Fourth quintile;10.1;25.9;64.1;3
3733;From 65 to 74 years;Lithuania;Males;Second quintile;19.7;22.3;58.0;3
3734;From 65 to 74 years;Lithuania;Males;Third quintile;13.5;34.3;52.3;2
3742;From 65 to 74 years;Luxembourg;Females;Fourth quintile;80.1;14.9;5.0;0
3743;From 65 to 74 years;Luxembourg;Females;Second quintile;39.9;33.2;26.9;0
3744;From 65 to 74 years;Luxembourg;Females;Third quintile;48.6;17.6;33.699999999999996;0
3750;From 65 to 74 years;Luxembourg;Males;Fifth quintile;86.69999999999999;6.3;7.0;0
3752;From 65 to 74 years;Luxembourg;Males;Fourth quintile;83.1;2.8;14.100000000000001;0
3753;From 65 to 74 years;Luxembourg;Males;Second quintile;65.9;19.0;15.200000000000001;0
3754;From 65 to 74 years;Luxembourg;Males;Third quintile;81.6;5.5;12.8;0
3761;From 65 to 74 years;Malta;Females;First quintile;15.8;53.4;30.8;2
3763;From 65 to 74 years;Malta;Females;Second quintile;16.5;32.1;51.400000000000006;2
3764;From 65 to 74 years;Malta;Females;Third quintile;34.2;33.4;32.4;2
3771;From 65 to 74 years;Malta;Males;First quintile;44.400000000000006;20.6;35.0;0
3773;From 65 to 74 years;Malta;Males;Second quintile;45.0;19.5;35.5;0
3774;From 65 to 74 years;Malta;Males;Third quintile;43.6;24.7;31.700000000000003;0
3790;From 65 to 74 years;Norway;Females;Fifth quintile;70.2;10.8;19.0;0
3791;From 65 to 74 years;Norway;Females;First quintile;18.2;32.6;49.1;2
3792;From 65 to 74 years;Norway;Females;Fourth quintile;41.699999999999996;14.1;44.1;0
3793;From 65 to 74 years;Norway;Females;Second quintile;24.8;26.2;48.9;3
3794;From 65 to 74 years;Norway;Females;Third quintile;40.199999999999996;20.1;39.7;0
3800;From 65 to 74 years;Norway;Males;Fifth quintile;67.0;5.3;27.7;0
3801;From 65 to 74 years;Norway;Males;First quintile;35.8;23.5;40.6;3
3802;From 65 to 74 years;Norway;Males;Fourth quintile;54.5;13.0;32.5;0
3803;From 65 to 74 years;Norway;Males;Second quintile;42.6;19.0;38.5;0
3804;From 65 to 74 years;Norway;Males;Third quintile;52.3;16.2;31.5;0
3810;From 65 to 74 years;Poland;Females;Fifth quintile;8.0;34.0;58.0;2
3811;From 65 to 74 years;Poland;Females;First quintile;4.6;57.7;37.7;2
3812;From 65 to 74 years;Poland;Females;Fourth quintile;2.9000000000000004;43.1;54.0;2
3813;From 65 to 74 years;Poland;Females;Second quintile;1.7;67.5;30.8;1
3814;From 65 to 74 years;Poland;Females;Third quintile;2.9;53.6;43.5;2
3820;From 65 to 74 years;Poland;Males;Fifth quintile;29.200000000000003;13.9;57.0;3
3821;From 65 to 74 years;Poland;Males;First quintile;17.799999999999997;36.1;46.0;2
3822;From 65 to 74 years;Poland;Males;Fourth quintile;15.399999999999999;26.3;58.300000000000004;3
3823;From 65 to 74 years;Poland;Males;Second quintile;14.1;30.4;55.5;3
3824;From 65 to 74 years;Poland;Males;Third quintile;17.4;27.0;55.599999999999994;3
3830;From 65 to 74 years;Portugal;Females;Fifth quintile;39.8;37.6;22.5;2
3831;From 65 to 74 years;Portugal;Females;First quintile;29.0;60.5;10.5;1
3832;From 65 to 74 years;Portugal;Females;Fourth quintile;38.8;45.1;16.2;2
3833;From 65 to 74 years;Portugal;Females;Second quintile;28.700000000000003;57.8;13.5;1
3834;From 65 to 74 years;Portugal;Females;Third quintile;18.7;61.6;19.7;1
3840;From 65 to 74 years;Portugal;Males;Fifth quintile;87.4;6.1;6.6;0
3841;From 65 to 74 years;Portugal;Males;First quintile;70.0;18.8;11.2;0
3842;From 65 to 74 years;Portugal;Males;Fourth quintile;77.8;9.9;12.399999999999999;0
3843;From 65 to 74 years;Portugal;Males;Second quintile;67.8;17.5;14.7;0
3844;From 65 to 74 years;Portugal;Males;Third quintile;64.9;21.1;14.0;0
3850;From 65 to 74 years;Romania;Females;Fifth quintile;4.4;62.3;33.3;1
3851;From 65 to 74 years;Romania;Females;First quintile;7.6;57.3;35.0;2
3852;From 65 to 74 years;Romania;Females;Fourth quintile;4.0;67.9;28.1;1
3853;From 65 to 74 years;Romania;Females;Second quintile;7.1000000000000005;69.7;23.2;1
3854;From 65 to 74 years;Romania;Females;Third quintile;4.8999999999999995;67.2;27.9;1
3860;From 65 to 74 years;Romania;Males;Fifth quintile;26.0;28.5;45.5;2
3861;From 65 to 74 years;Romania;Males;First quintile;44.8;19.0;36.2;0
3862;From 65 to 74 years;Romania;Males;Fourth quintile;29.3;31.3;39.4;2
3863;From 65 to 74 years;Romania;Males;Second quintile;44.5;22.4;33.1;0
3864;From 65 to 74 years;Romania;Males;Third quintile;32.8;36.0;31.1;2
3880;From 65 to 74 years;Slovakia;Females;Fifth quintile;8.100000000000001;19.0;72.9;3
3881;From 65 to 74 years;Slovakia;Females;First quintile;8.8;65.2;26.0;1
3882;From 65 to 74 years;Slovakia;Females;Fourth quintile;0.0;50.0;50.0;2
3883;From 65 to 74 years;Slovakia;Females;Second quintile;4.5;51.4;44.1;2
3884;From 65 to 74 years;Slovakia;Females;Third quintile;4.0;44.6;51.3;2
3890;From 65 to 74 years;Slovakia;Males;Fifth quintile;45.7;16.6;37.8;0
3891;From 65 to 74 years;Slovakia;Males;First quintile;13.7;26.6;59.7;3
3892;From 65 to 74 years;Slovakia;Males;Fourth quintile;27.7;22.2;50.2;3
3893;From 65 to 74 years;Slovakia;Males;Second quintile;27.099999999999998;28.3;44.6;2
3894;From 65 to 74 years;Slovakia;Males;Third quintile;31.2;29.5;39.2;2
3900;From 65 to 74 years;Slovenia;Females;Fifth quintile;28.4;19.9;51.699999999999996;3
3901;From 65 to 74 years;Slovenia;Females;First quintile;15.299999999999999;40.9;43.8;2
3902;From 65 to 74 years;Slovenia;Females;Fourth quintile;33.7;19.9;46.5;3
3903;From 65 to 74 years;Slovenia;Females;Second quintile;24.4;41.5;34.2;2
3904;From 65 to 74 years;Slovenia;Females;Third quintile;40.2;15.8;44.0;0
3910;From 65 to 74 years;Slovenia;Males;Fifth quintile;72.2;9.3;18.4;0
3911;From 65 to 74 years;Slovenia;Males;First quintile;39.3;38.3;22.4;2
3912;From 65 to 74 years;Slovenia;Males;Fourth quintile;66.39999999999999;25.9;7.7;0
3913;From 65 to 74 years;Slovenia;Males;Second quintile;56.599999999999994;25.6;17.8;0
3914;From 65 to 74 years;Slovenia;Males;Third quintile;56.5;19.3;24.200000000000003;0
3920;From 65 to 74 years;Spain;Females;Fifth quintile;44.099999999999994;39.2;16.6;0
3921;From 65 to 74 years;Spain;Females;First quintile;9.899999999999999;67.4;22.7;1
3922;From 65 to 74 years;Spain;Females;Fourth quintile;27.4;50.1;22.5;2
3923;From 65 to 74 years;Spain;Females;Second quintile;14.2;55.9;29.9;2
3924;From 65 to 74 years;Spain;Females;Third quintile;14.799999999999999;55.3;29.9;2
3930;From 65 to 74 years;Spain;Males;Fifth quintile;72.0;11.0;17.1;0
3931;From 65 to 74 years;Spain;Males;First quintile;43.5;32.4;24.2;0
3932;From 65 to 74 years;Spain;Males;Fourth quintile;62.8;21.6;15.6;0
3933;From 65 to 74 years;Spain;Males;Second quintile;61.900000000000006;21.3;16.9;0
3934;From 65 to 74 years;Spain;Males;Third quintile;53.699999999999996;28.4;17.9;0
3940;From 65 to 74 years;Sweden;Females;Fifth quintile;63.900000000000006;2.2;33.9;0
3941;From 65 to 74 years;Sweden;Females;First quintile;19.5;29.3;51.2;2
3942;From 65 to 74 years;Sweden;Females;Fourth quintile;61.4;8.6;29.9;0
3943;From 65 to 74 years;Sweden;Females;Second quintile;40.699999999999996;21.4;37.8;0
3944;From 65 to 74 years;Sweden;Females;Third quintile;53.8;10.2;36.0;0
3950;From 65 to 74 years;Sweden;Males;Fifth quintile;76.0;3.5;20.4;0
3952;From 65 to 74 years;Sweden;Males;Fourth quintile;62.599999999999994;8.4;28.9;0
3953;From 65 to 74 years;Sweden;Males;Second quintile;40.8;23.5;35.7;0
3954;From 65 to 74 years;Sweden;Males;Third quintile;49.3;14.7;36.1;0
3960;From 65 to 74 years;Türkiye;Females;Fifth quintile;0.8;93.0;6.199999999999999;1
3961;From 65 to 74 years;Türkiye;Females;First quintile;0.0;99.1;0.9;1
3962;From 65 to 74 years;Türkiye;Females;Fourth quintile;0.0;98.8;1.2;1
3963;From 65 to 74 years;Türkiye;Females;Second quintile;0.0;100.0;0.0;1
3964;From 65 to 74 years;Türkiye;Females;Third quintile;0.0;100.0;0.0;1
3970;From 65 to 74 years;Türkiye;Males;Fifth quintile;4.6;71.2;24.200000000000003;1
3971;From 65 to 74 years;Türkiye;Males;First quintile;1.6;93.8;4.6;1
3972;From 65 to 74 years;Türkiye;Males;Fourth quintile;3.0;94.4;2.6;1
3973;From 65 to 74 years;Türkiye;Males;Second quintile;4.8;87.2;8.0;1
3974;From 65 to 74 years;Türkiye;Males;Third quintile;1.2999999999999998;89.1;9.7;1
3980;From 65 to 74 years;United Kingdom;Females;Fifth quintile;67.8;8.8;23.4;0
3981;From 65 to 74 years;United Kingdom;Females;First quintile;32.4;33.8;33.9;2
3982;From 65 to 74 years;United Kingdom;Females;Fourth quintile;61.099999999999994;12.6;26.4;0
3983;From 65 to 74 years;United Kingdom;Females;Second quintile;46.7;22.2;31.1;0
3984;From 65 to 74 years;United Kingdom;Females;Third quintile;47.5;20.3;32.2;0
3985;From 65 to 74 years;United Kingdom;Males;Fifth quintile;85.1;5.2;9.6;0
3986;From 65 to 74 years;United Kingdom;Males;First quintile;48.8;24.8;26.4;0
3987;From 65 to 74 years;United Kingdom;Males;Fourth quintile;76.2;8.9;14.8;0
3988;From 65 to 74 years;United Kingdom;Males;Second quintile;59.4;13.1;27.5;0
3989;From 65 to 74 years;United Kingdom;Males;Third quintile;68.2;7.1;24.6;0
